"","wells","gwmean_well","gwvar_well"
"1","SLOC",0.989735701970428,10.078803354915
"2","SLOW",1.44995678953401,9.51976707941717
"3","VDOS",2.6606177209126,6.5931436659049
"4","VDOW",2.58869444199122,6.01245713033689
